transaction_id,customer_id,transaction_date,transaction_type,amount,product_category,region,is_outlier,year_month
TXN-036238,CUST-01040,2023-01-03,Deposit,37.58,Auto Loan,East,False,2023-01
TXN-050421,CUST-01452,2023-01-03,Withdrawal,47.0,Mortgage,East,False,2023-01
TXN-042785,CUST-01234,2023-01-03,Deposit,4.54,Personal Loan,North,False,2023-01
TXN-012682,CUST-00372,2023-01-03,Interest,34.67,Mortgage,East,False,2023-01
TXN-000608,CUST-00017,2023-01-03,Payment,14.06,Personal Loan,North,False,2023-01
TXN-004782,CUST-00147,2023-01-03,Deposit,60.99,Credit Card,Central,False,2023-01
TXN-042322,CUST-01222,2023-01-03,Withdrawal,81.97,Credit Card,South,False,2023-01
TXN-002858,CUST-00088,2023-01-03,Withdrawal,5.4,Auto Loan,Central,False,2023-01
TXN-007789,CUST-00235,2023-01-03,Transfer,53.92,Savings Account,West,False,2023-01
TXN-041574,CUST-01198,2023-01-03,Payment,117.1,Credit Card,Central,False,2023-01
TXN-046643,CUST-01343,2023-01-03,Payment,8.59,Mortgage,South,False,2023-01
TXN-025232,CUST-00726,2023-01-03,Withdrawal,6.89,Auto Loan,Central,False,2023-01
TXN-037233,CUST-01069,2023-01-03,Withdrawal,6.48,Investment Fund,North,False,2023-01
TXN-037866,CUST-01091,2023-01-03,Payment,2.38,Personal Loan,Central,False,2023-01
TXN-009105,CUST-00270,2023-01-03,Deposit,15.4,Savings Account,South,False,2023-01
TXN-001137,CUST-00034,2023-01-03,Transfer,5.68,Mortgage,East,False,2023-01
TXN-011172,CUST-00330,2023-01-03,Payment,11.78,Insurance,South,False,2023-01
TXN-048891,CUST-01407,2023-01-03,Transfer,19.22,Mortgage,South,False,2023-01
TXN-003824,CUST-00118,2023-01-03,Interest,27.62,Personal Loan,West,False,2023-01
TXN-049366,CUST-01420,2023-01-03,Withdrawal,21.19,Mortgage,West,False,2023-01
TXN-021539,CUST-00620,2023-01-03,Fee,201.83,Auto Loan,South,True,2023-01
TXN-010329,CUST-00305,2023-01-03,Payment,44.77,Credit Card,Central,False,2023-01
TXN-036603,CUST-01053,2023-01-03,Payment,133.14,Business Loan,North,False,2023-01
TXN-022521,CUST-00648,2023-01-03,Fee,16.2,Savings Account,North,False,2023-01
TXN-012134,CUST-00357,2023-01-03,Transfer,6.28,Insurance,West,False,2023-01
TXN-025995,CUST-00749,2023-01-03,Deposit,143.29,Savings Account,East,False,2023-01
TXN-033060,CUST-00953,2023-01-03,Deposit,22.98,Savings Account,North,False,2023-01
TXN-042464,CUST-01227,2023-01-03,Deposit,119.17,Savings Account,Central,False,2023-01
TXN-009167,CUST-00272,2023-01-03,Withdrawal,10.79,Personal Loan,Central,False,2023-01
TXN-037797,CUST-01089,2023-01-03,Withdrawal,7.31,Insurance,North,False,2023-01
TXN-050852,CUST-01463,2023-01-03,Interest,60.32,Credit Card,Central,False,2023-01
TXN-025357,CUST-00729,2023-01-04,Transfer,5.18,Credit Card,Central,False,2023-01
TXN-036329,CUST-01044,2023-01-04,Deposit,104.06,Savings Account,Central,False,2023-01
TXN-006906,CUST-00210,2023-01-04,Withdrawal,157.16,Insurance,West,False,2023-01
TXN-034510,CUST-00993,2023-01-04,Fee,37.45,Insurance,West,False,2023-01
TXN-037373,CUST-01074,2023-01-04,Withdrawal,21.23,Personal Loan,Central,False,2023-01
TXN-046362,CUST-01334,2023-01-04,Withdrawal,25.37,Auto Loan,East,False,2023-01
TXN-033301,CUST-00960,2023-01-04,Payment,12.69,Personal Loan,North,False,2023-01
TXN-005513,CUST-00169,2023-01-04,Fee,64.54,Credit Card,Central,False,2023-01
TXN-003947,CUST-00121,2023-01-04,Payment,27.69,Investment Fund,North,False,2023-01
TXN-035195,CUST-01013,2023-01-04,Transfer,9.59,Personal Loan,South,False,2023-01
TXN-002968,CUST-00092,2023-01-04,Interest,81.29,Personal Loan,North,False,2023-01
TXN-038877,CUST-01120,2023-01-04,Payment,49.51,Personal Loan,West,False,2023-01
TXN-000435,CUST-00013,2023-01-04,Deposit,81.18,Savings Account,Central,False,2023-01
TXN-016850,CUST-00486,2023-01-04,Payment,48.45,Auto Loan,South,False,2023-01
TXN-039169,CUST-01130,2023-01-04,Deposit,3.26,Personal Loan,North,False,2023-01
TXN-004379,CUST-00137,2023-01-04,Deposit,103.45,Personal Loan,South,False,2023-01
TXN-004907,CUST-00150,2023-01-04,Fee,71.75,Business Loan,West,False,2023-01
TXN-006211,CUST-00187,2023-01-04,Deposit,10.87,Insurance,South,False,2023-01
TXN-001362,CUST-00040,2023-01-04,Deposit,2.81,Business Loan,Central,False,2023-01
TXN-042420,CUST-01225,2023-01-04,Withdrawal,10.33,Auto Loan,North,False,2023-01
TXN-018318,CUST-00526,2023-01-04,Payment,24.72,Savings Account,West,False,2023-01
TXN-015445,CUST-00449,2023-01-04,Payment,26.36,Auto Loan,Central,False,2023-01
TXN-040751,CUST-01174,2023-01-04,Payment,40.73,Savings Account,West,False,2023-01
TXN-025827,CUST-00745,2023-01-04,Transfer,34.17,Auto Loan,South,False,2023-01
TXN-023017,CUST-00663,2023-01-04,Transfer,49.86,Personal Loan,East,False,2023-01
TXN-036005,CUST-01034,2023-01-04,Payment,30.86,Credit Card,North,False,2023-01
TXN-050331,CUST-01449,2023-01-04,Deposit,19.41,Savings Account,Central,False,2023-01
TXN-026777,CUST-00770,2023-01-04,Withdrawal,6.87,Auto Loan,East,False,2023-01
TXN-048164,CUST-01387,2023-01-04,Transfer,15.39,Business Loan,South,False,2023-01
TXN-003555,CUST-00108,2023-01-04,Withdrawal,5.02,Credit Card,West,False,2023-01
TXN-047824,CUST-01377,2023-01-04,Transfer,44.48,Auto Loan,East,False,2023-01
TXN-004034,CUST-00125,2023-01-04,Deposit,33.19,Mortgage,West,False,2023-01
TXN-051739,CUST-01492,2023-01-04,Withdrawal,6.71,Credit Card,North,False,2023-01
TXN-050290,CUST-01448,2023-01-04,Interest,73.08,Personal Loan,South,False,2023-01
TXN-024073,CUST-00693,2023-01-04,Payment,144.53,Insurance,West,False,2023-01
TXN-010267,CUST-00304,2023-01-04,Payment,32.17,Credit Card,North,False,2023-01
TXN-021112,CUST-00606,2023-01-04,Deposit,16.21,Insurance,West,False,2023-01
TXN-034048,CUST-00981,2023-01-04,Transfer,170.02,Insurance,West,False,2023-01
TXN-016640,CUST-00481,2023-01-04,Fee,126.05,Credit Card,South,False,2023-01
TXN-044079,CUST-01271,2023-01-04,Fee,189.16,Business Loan,West,True,2023-01
TXN-018747,CUST-00538,2023-01-04,Deposit,14.4,Auto Loan,East,False,2023-01
TXN-019537,CUST-00559,2023-01-04,Interest,46.79,Investment Fund,Central,False,2023-01
TXN-029454,CUST-00846,2023-01-04,Transfer,11.12,Investment Fund,Central,False,2023-01
TXN-026870,CUST-00772,2023-01-04,Fee,8.86,Mortgage,West,False,2023-01
TXN-024110,CUST-00694,2023-01-04,Transfer,38.63,Savings Account,South,False,2023-01
TXN-048705,CUST-01402,2023-01-04,Transfer,81.67,Investment Fund,Central,False,2023-01
TXN-048713,CUST-01402,2023-01-04,Transfer,178.49,Savings Account,Central,True,2023-01
TXN-006330,CUST-00192,2023-01-04,Payment,45.36,Auto Loan,South,False,2023-01
TXN-045145,CUST-01302,2023-01-04,Withdrawal,29.93,Credit Card,Central,False,2023-01
TXN-043095,CUST-01244,2023-01-04,Transfer,56.36,Business Loan,West,False,2023-01
TXN-007193,CUST-00218,2023-01-04,Deposit,29.55,Investment Fund,East,False,2023-01
TXN-041759,CUST-01203,2023-01-04,Payment,92.67,Insurance,North,False,2023-01
TXN-034776,CUST-01000,2023-01-04,Withdrawal,12.51,Credit Card,Central,False,2023-01
TXN-020234,CUST-00580,2023-01-04,Transfer,41.79,Mortgage,North,False,2023-01
TXN-006525,CUST-00199,2023-01-04,Interest,34.75,Auto Loan,North,False,2023-01
TXN-019615,CUST-00561,2023-01-04,Deposit,197.52,Business Loan,West,True,2023-01
TXN-005994,CUST-00182,2023-01-04,Withdrawal,8.98,Auto Loan,East,False,2023-01
TXN-034193,CUST-00985,2023-01-04,Interest,132.9,Mortgage,Central,False,2023-01
TXN-004578,CUST-00142,2023-01-04,Withdrawal,84.79,Investment Fund,Central,False,2023-01
TXN-030612,CUST-00880,2023-01-04,Deposit,12.13,Personal Loan,North,False,2023-01
TXN-035053,CUST-01008,2023-01-04,Deposit,11.17,Investment Fund,South,False,2023-01
TXN-030912,CUST-00888,2023-01-04,Deposit,5.37,Credit Card,South,False,2023-01
TXN-037280,CUST-01071,2023-01-04,Transfer,3.76,Savings Account,South,False,2023-01
TXN-021344,CUST-00614,2023-01-04,Payment,137.21,Savings Account,North,False,2023-01
TXN-027252,CUST-00784,2023-01-04,Payment,18.21,Personal Loan,North,False,2023-01
TXN-005731,CUST-00174,2023-01-04,Withdrawal,35.18,Auto Loan,North,False,2023-01
TXN-038542,CUST-01111,2023-01-04,Deposit,89.52,Credit Card,Central,False,2023-01
TXN-002914,CUST-00090,2023-01-04,Payment,83.34,Insurance,West,False,2023-01
TXN-014392,CUST-00418,2023-01-04,Payment,97.32,Auto Loan,West,False,2023-01
TXN-004238,CUST-00131,2023-01-04,Payment,16.36,Personal Loan,Central,False,2023-01
TXN-005933,CUST-00180,2023-01-04,Deposit,3.58,Mortgage,West,False,2023-01
TXN-023835,CUST-00686,2023-01-04,Withdrawal,11.23,Insurance,West,False,2023-01
TXN-038025,CUST-01095,2023-01-04,Transfer,83.33,Personal Loan,East,False,2023-01
TXN-023474,CUST-00676,2023-01-04,Fee,154.51,Business Loan,Central,False,2023-01
TXN-044673,CUST-01288,2023-01-04,Withdrawal,65.01,Personal Loan,East,False,2023-01
TXN-002284,CUST-00072,2023-01-04,Transfer,13.08,Auto Loan,East,False,2023-01
TXN-017857,CUST-00512,2023-01-04,Deposit,39.93,Credit Card,South,False,2023-01
TXN-009532,CUST-00282,2023-01-04,Withdrawal,67.32,Personal Loan,Central,False,2023-01
TXN-033089,CUST-00954,2023-01-04,Transfer,36.81,Personal Loan,East,False,2023-01
TXN-017989,CUST-00517,2023-01-04,Payment,32.19,Business Loan,Central,False,2023-01
TXN-020418,CUST-00586,2023-01-04,Transfer,21.19,Insurance,North,False,2023-01
TXN-050094,CUST-01443,2023-01-04,Payment,1.61,Savings Account,Central,False,2023-01
TXN-006865,CUST-00209,2023-01-05,Withdrawal,75.16,Business Loan,Central,False,2023-01
TXN-007899,CUST-00238,2023-01-05,Transfer,1.43,Personal Loan,Central,False,2023-01
TXN-029271,CUST-00841,2023-01-05,Deposit,12.95,Business Loan,South,False,2023-01
TXN-035751,CUST-01028,2023-01-05,Transfer,113.84,Personal Loan,South,False,2023-01
TXN-007092,CUST-00215,2023-01-05,Deposit,363.98,Savings Account,West,True,2023-01
TXN-014803,CUST-00430,2023-01-05,Payment,35.74,Credit Card,North,False,2023-01
TXN-012053,CUST-00355,2023-01-05,Withdrawal,12.92,Investment Fund,West,False,2023-01
TXN-011997,CUST-00353,2023-01-05,Payment,55.65,Investment Fund,East,False,2023-01
TXN-027669,CUST-00796,2023-01-05,Interest,29.74,Investment Fund,North,False,2023-01
TXN-026084,CUST-00751,2023-01-05,Transfer,7.85,Credit Card,South,False,2023-01
TXN-018089,CUST-00519,2023-01-05,Deposit,171.5,Insurance,East,False,2023-01
TXN-013070,CUST-00383,2023-01-05,Payment,6.75,Auto Loan,South,False,2023-01
TXN-029711,CUST-00854,2023-01-05,Withdrawal,45.81,Investment Fund,North,False,2023-01
TXN-020801,CUST-00597,2023-01-05,Payment,39.42,Business Loan,Central,False,2023-01
TXN-020761,CUST-00595,2023-01-05,Withdrawal,103.87,Insurance,West,False,2023-01
TXN-028637,CUST-00823,2023-01-05,Withdrawal,33.23,Auto Loan,West,False,2023-01
TXN-020842,CUST-00598,2023-01-05,Payment,77.84,Savings Account,South,False,2023-01
TXN-019055,CUST-00546,2023-01-05,Interest,17.57,Investment Fund,West,False,2023-01
